what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1386388101316
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1386388101579
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1386388101778
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1386388101946
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1386388126288
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386388128921
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386388134054
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386388140079
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386388141290
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1386388146287
started,bundle,org.eclipse.mylyn.resources.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.resources.ui",1386388146356
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386388154577
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386388194551
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1386388195221
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386388198747
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386388285885
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1386388285913
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386388287793
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386388489563
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386388493852
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386388497265
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386388508711
started,bundle,org.eclipse.ant.ui,3.5.100.v20110510,"org.eclipse.ant.ui",1386388517574
started,bundle,org.eclipse.pde.core,3.7.0.v20110603,"org.eclipse.pde.core",1386388517718
started,bundle,org.eclipse.wst.jsdt.debug.rhino.ui,1.0.0.v201103232243,"org.eclipse.wst.jsdt.debug.rhino.ui",1386388517757
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386388521094
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.rename",1386388521108
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1386388524753
opened,view,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.ui.ServersView",1386388525132
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1386388525751
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386388526159
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386388535649
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1386388535667
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110510,"org.eclipse.equinox.p2.garbagecollector",1386388536359
started,bundle,org.eclipse.wst.wsi.ui,1.0.502.v201104071820,"org.eclipse.wst.wsi.ui",1386388536850
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386388539759
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386388540136
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386388543105
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386388560172
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386388561957
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386388564964
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386388564972
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386388632683
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386388648287
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386388666578
activated,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1386388683854
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1386388692782
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1386388702435
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1386388702843
activated,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1386388705793
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1386388705793
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1386388707300
started,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1386388708048
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386388710999
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386388712864
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1386388712879
opened,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1386388724526
activated,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1386388724627
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1386388734027
opened,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1386388734405
activated,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1386388734481
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1386388737094
opened,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1386388739642
activated,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1386388739738
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1386388742406
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386388745913
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386388747781
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1386388747840
closed,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1386388747844
closed,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1386388747892
closed,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1386388747944
opened,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1386388748990
activated,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1386388749091
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386388756769
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386388815802
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386388827831
started,bundle,org.eclipse.jst.server.generic.core,1.0.700.v20101219,"org.eclipse.jst.server.generic.core",1386388827966
started,bundle,org.eclipse.jst.server.preview.adapter,1.1.100.v20100308,"org.eclipse.jst.server.preview.adapter",1386388827972
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386388830650
started,bundle,org.eclipse.jst.server.tomcat.ui,1.1.200.v20100418,"org.eclipse.jst.server.tomcat.ui",1386388834040
error,log,,,"Could not publish server configuration for Tomcat v6.0 Server at localhost.",1386388834639
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386388834682
error,log,,,"Two or more Web modules defined in the configuration have the same context root (/online_Doctor). To start this server you will need to remove the duplicate(s).",1386388834928
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386388848391
started,bundle,org.eclipse.jst.jsf.facelet.ui,1.0.1.v201104032306,"org.eclipse.jst.jsf.facelet.ui",1386388848854
started,bundle,org.eclipse.jst.jsf.ui,1.3.2.v201104251204,"org.eclipse.jst.jsf.ui",1386388848899
activated,view,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.ui.ServersView",1386388850386
executed,command,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.run",1386388853749
error,log,,,"Could not publish server configuration for Tomcat v6.0 Server at localhost.",1386388853834
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386388853969
error,log,,,"Two or more Web modules defined in the configuration have the same context root (/online_Doctor). To start this server you will need to remove the duplicate(s).",1386388854066
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386388860363
